epoch,train_loss,val_loss,train_acc,val_acc,val_f1_macro,epoch_time_sec,angry_precision,angry_recall,angry_f1-score,disgust_precision,disgust_recall,disgust_f1-score,fear_precision,fear_recall,fear_f1-score,happy_precision,happy_recall,happy_f1-score,neutral_precision,neutral_recall,neutral_f1-score,sad_precision,sad_recall,sad_f1-score,surprise_precision,surprise_recall,surprise_f1-score
1,1.6923327783106368,2.5652533004661895,0.33274825965371574,0.19838395096127054,0.15648582862789676,157.6559500694275,0.0,0.0,0.0,0.016507384882710686,0.5135135135135135,0.03198653198653199,0.225,0.0263671875,0.0472027972027972,0.3432471964895173,0.3968432919954904,0.3681045751633987,0.38461538461538464,0.0202757502027575,0.03852080123266564,0.29596412556053814,0.05292702485966319,0.08979591836734693,0.4304897314375987,0.6558363417569194,0.519790176442537
2,1.4190842999065483,1.4785797632846636,0.45965966561551735,0.42602396210643634,0.3471355682720701,144.6047010421753,0.2539164490861619,0.40605427974947805,0.31244979919678717,0.023255813953488372,0.02702702702702703,0.025,0.21486486486486486,0.1552734375,0.18027210884353742,0.5802575107296137,0.762119503945885,0.6588693957115009,0.42450142450142453,0.36253041362530414,0.3910761154855643,0.3651006711409396,0.2181234963913392,0.27309236947791166,0.6718027734976888,0.5246690734055355,0.5891891891891892
3,1.3057336366714951,1.5266372683686644,0.5084488605938002,0.4106993591529674,0.3237262768453588,150.39929914474487,0.23169864960909736,0.6805845511482255,0.3457051961823966,0.026373626373626374,0.10810810810810811,0.04240282685512368,0.33076923076923076,0.0419921875,0.07452339688041594,0.813633067440174,0.6324689966178129,0.7117031398667936,0.5184135977337111,0.29683698296836986,0.3775141825683342,0.4957983193277311,0.0946271050521251,0.1589225589225589,0.43612637362637363,0.7641395908543923,0.5553126366418889
4,1.2270556816547185,1.7880949849959833,0.5384661153090974,0.4016439119531903,0.3231799696813405,147.7392439842224,0.43823529411764706,0.15553235908141963,0.2295839753466872,0.050058207217694994,0.38738738738738737,0.088659793814433,0.2948717948717949,0.044921875,0.07796610169491526,0.7993920972644377,0.593010146561443,0.6809061488673139,0.4159090909090909,0.44525547445255476,0.4300822561692127,0.496551724137931,0.2309542902967121,0.31527093596059114,0.2899884925201381,0.9097472924187726,0.4397905759162304
5,1.182810600752804,2.0635950266733647,0.5534003688939132,0.3682084146001672,0.3003703240165688,143.33333706855774,0.34206896551724136,0.2588726513569937,0.2947118241235888,0.02760590195145169,0.5225225225225225,0.05244122965641953,0.29545454545454547,0.0380859375,0.06747404844290658,0.6830332787779596,0.705749718151071,0.6942057111172719,0.6228813559322034,0.1192214111922141,0.2001361470388019,0.44798301486199577,0.16920609462710506,0.24563445867287545,0.4095238095238095,0.8279181708784596,0.5479888490641179
6,1.1476478229004814,2.609698133004944,0.5664009043850776,0.2825299526330454,0.2882909628334841,143.55471897125244,0.36,0.2160751565762004,0.2700587084148728,0.025135675521279634,0.7927927927927928,0.048726467331118496,0.2391304347826087,0.0859375,0.12643678160919541,0.8662952646239555,0.3506200676437429,0.49919743178170145,0.6302816901408451,0.14517437145174372,0.23599208965062624,0.5127551020408163,0.161186848436247,0.24527150701647346,0.4798507462686567,0.7737665463297232,0.5923537540304007
7,1.1194380601639622,1.4463921524117205,0.577586719819123,0.475619949846754,0.40751635675038617,142.49731302261353,0.35714285714285715,0.4123173277661795,0.38275193798449614,0.05143338954468803,0.5495495495495496,0.09406322282189669,0.4254545454545455,0.1142578125,0.18013856812933027,0.6704545454545454,0.8314543404735062,0.7423251132360342,0.57125,0.3706407137064071,0.44958189867191345,0.4596541786743516,0.2558139534883721,0.3286965481710459,0.64340239912759,0.7099879663056559,0.6750572082379863
8,1.096375740031211,1.9737644684971973,0.5881775450705063,0.3914739481749791,0.35548609508352463,143.63469982147217,0.44584837545126355,0.2578288100208768,0.32671957671957674,0.03732981993851559,0.7657657657657657,0.0711892797319933,0.34375,0.1181640625,0.17587209302325582,0.8509212730318257,0.5727170236753101,0.6846361185983828,0.515527950310559,0.40389294403892945,0.4529331514324693,0.49829351535836175,0.11708099438652766,0.18961038961038962,0.45201037613488976,0.838748495788207,0.5874420564686051
9,1.0797984339405426,2.321310534027002,0.5933242101505325,0.34299247701309554,0.28843785518953213,144.65605688095093,0.6493506493506493,0.05219206680584551,0.0966183574879227,0.03366540707660598,0.8828828828828829,0.06485771012574454,0.39097744360902253,0.05078125,0.0898876404494382,0.7827004219409283,0.6273957158962796,0.6964956195244055,0.5601851851851852,0.19626926196269262,0.2906906906906907,0.47268408551068886,0.1595829991980754,0.23860911270983212,0.39730639730639733,0.851985559566787,0.5419058553386912
10,1.0618518361757603,2.2641357390553085,0.5992146129588862,0.3296182780718863,0.3065691622770986,147.45392394065857,0.5319148936170213,0.07828810020876827,0.1364877161055505,0.031741043368950346,0.9099099099099099,0.06134224111752202,0.3275862068965517,0.1298828125,0.18601398601398603,0.8381706244503079,0.5372040586245772,0.6547578151837856,0.5694760820045558,0.20275750202757503,0.29904306220095694,0.44075829383886256,0.1491579791499599,0.22288795686039545,0.4603721571330117,0.8038507821901324,0.5854513584574934
11,1.0454865010651302,2.082049510922562,0.6059975010412328,0.3726664809139036,0.32338670430998684,146.93241620063782,0.5024752475247525,0.21189979123173278,0.29809104258443464,0.03812316715542522,0.8198198198198198,0.07285828662930344,0.4009009009009009,0.0869140625,0.14285714285714285,0.7227784730913642,0.6510710259301015,0.6850533807829181,0.5748898678414097,0.2116788321167883,0.3094250148192057,0.5230769230769231,0.136327185244587,0.21628498727735368,0.39485458612975394,0.8495788206979543,0.5391370752195495
12,1.0326167801329118,3.8172561289759717,0.6116796572856548,0.22777932571747006,0.18305580580260195,149.18104529380798,0.5,0.1022964509394572,0.16984402079722705,0.036223506743737956,0.8468468468468469,0.06947524020694752,0.3691275167785235,0.0537109375,0.0937766410912191,0.8957983193277311,0.30045095828635854,0.4499788940481216,0.5111111111111111,0.0373073803730738,0.06953892668178382,0.4672897196261682,0.040096230954290296,0.07385524372230429,0.22025536854323854,0.9133574007220217,0.35492167407061026
13,1.0196282520820195,2.799853187162345,0.6165883262926162,0.2782112008916133,0.2662752667371127,147.07761001586914,0.5238095238095238,0.14926931106471816,0.2323314378554021,0.029096045197740113,0.9279279279279279,0.05642289783620926,0.36129032258064514,0.0546875,0.09499575911789652,0.898186889818689,0.36302142051860203,0.5170614211160177,0.6411764705882353,0.17680454176804541,0.277177368086459,0.4186851211072664,0.09703287890938252,0.15755208333333334,0.38197424892703863,0.8567990373044525,0.5283858998144713
14,1.0105546467888822,2.7045102671824663,0.6192955316237282,0.3032878239063806,0.24255537992383572,150.44598126411438,0.6139240506329114,0.10125260960334029,0.17383512544802868,0.037095501183898975,0.8468468468468469,0.07107750472589792,0.48148148148148145,0.025390625,0.04823747680890538,0.8152645273200347,0.5298759864712514,0.642295866074479,0.5251396648044693,0.15247364152473641,0.2363293526084224,0.474025974025974,0.05854049719326383,0.10421127765881513,0.2743043006866643,0.9133574007220217,0.4219010561423013
15,1.000428744668076,2.219091927907234,0.6244124471946213,0.3896628587350237,0.3248888207642232,154.8835699558258,0.5256064690026954,0.2035490605427975,0.29345372460496616,0.037863690713431646,0.8558558558558559,0.07251908396946564,0.6190476190476191,0.025390625,0.04878048780487805,0.6500242365487154,0.7559188275084555,0.6989835809225958,0.5513888888888889,0.3219789132197891,0.4065540194572453,0.5472636815920398,0.08821170809943865,0.15193370165745856,0.49764150943396224,0.7617328519855595,0.6019971469329529
